data,hora_ref,nomeEstacao,VP,AM,Nivel_Risco_Valor,Classificacao_Risco
2026-01-27,12:00:00,Torreão,0.0,1.53,0.0,Baixo
2026-01-27,11:00:00,Campina do Barreto,0.0,1.7,0.0,Baixo
2026-01-27,11:00:00,Imbiribeira,0.0,1.7,0.0,Baixo
2026-01-27,11:00:00,Torreão,0.0,1.7,0.0,Baixo
2026-01-27,10:00:00,Campina do Barreto,0.0,1.72,0.0,Baixo
2026-01-27,10:00:00,Imbiribeira,0.0,1.72,0.0,Baixo
2026-01-27,10:00:00,Torreão,0.0,1.72,0.0,Baixo
2026-01-27,09:00:00,Campina do Barreto,0.0,1.56,0.0,Baixo
2026-01-27,09:00:00,Imbiribeira,0.0,1.56,0.0,Baixo
2026-01-27,09:00:00,Torreão,0.0,1.56,0.0,Baixo
2026-01-27,08:00:00,Campina do Barreto,0.0,1.4,0.0,Baixo
2026-01-27,08:00:00,Imbiribeira,0.0,1.4,0.0,Baixo
2026-01-27,08:00:00,Torreão,0.0,1.4,0.0,Baixo
2026-01-27,07:00:00,Campina do Barreto,0.0,1.24,0.0,Baixo
2026-01-27,07:00:00,Imbiribeira,0.0,1.24,0.0,Baixo
2026-01-27,07:00:00,Torreão,0.0,1.24,0.0,Baixo
2026-01-27,06:00:00,Campina do Barreto,0.0,1.08,0.0,Baixo
2026-01-27,06:00:00,Imbiribeira,0.0,1.08,0.0,Baixo
2026-01-27,06:00:00,Torreão,0.0,1.08,0.0,Baixo
2026-01-27,05:00:00,Campina do Barreto,0.0,0.92,0.0,Baixo
2026-01-27,05:00:00,Imbiribeira,0.0,0.92,0.0,Baixo
2026-01-27,05:00:00,Torreão,0.0,0.92,0.0,Baixo
2026-01-27,04:00:00,Campina do Barreto,0.0,0.84,0.0,Baixo
2026-01-27,04:00:00,Imbiribeira,0.0,0.84,0.0,Baixo
2026-01-27,04:00:00,Torreão,0.0,0.84,0.0,Baixo
2026-01-27,03:00:00,Campina do Barreto,0.0,1.02,0.0,Baixo
2026-01-27,03:00:00,Imbiribeira,0.0,1.02,0.0,Baixo
2026-01-27,03:00:00,Torreão,0.0,1.02,0.0,Baixo
2026-01-27,02:00:00,Campina do Barreto,0.0,1.19,0.0,Baixo
2026-01-27,02:00:00,Imbiribeira,0.0,1.19,0.0,Baixo
2026-01-27,02:00:00,Torreão,0.0,1.19,0.0,Baixo
2026-01-27,01:00:00,Campina do Barreto,0.0,1.37,0.0,Baixo
2026-01-27,01:00:00,Imbiribeira,0.0,1.37,0.0,Baixo
2026-01-27,01:00:00,Torreão,0.0,1.37,0.0,Baixo
2026-01-27,00:00:00,Campina do Barreto,0.0,1.54,0.0,Baixo
2026-01-27,00:00:00,Imbiribeira,0.0,1.54,0.0,Baixo
2026-01-27,00:00:00,Torreão,0.0,1.54,0.0,Baixo
2026-01-26,23:00:00,Campina do Barreto,0.0,1.72,0.0,Baixo
2026-01-26,23:00:00,Torreão,0.0,1.72,0.0,Baixo
2026-01-26,22:00:00,Campina do Barreto,0.0,1.87,0.0,Baixo
2026-01-26,22:00:00,Imbiribeira,0.0,1.87,0.0,Baixo
2026-01-26,22:00:00,Torreão,0.0,1.87,0.0,Baixo
2026-01-26,21:00:00,Campina do Barreto,0.0,1.69,0.0,Baixo
2026-01-26,21:00:00,Imbiribeira,0.0,1.69,0.0,Baixo
2026-01-26,21:00:00,Torreão,0.0,1.69,0.0,Baixo
2026-01-26,20:00:00,Campina do Barreto,0.0,1.51,0.0,Baixo
2026-01-26,20:00:00,Imbiribeira,0.0,1.51,0.0,Baixo
2026-01-26,20:00:00,Torreão,0.0,1.51,0.0,Baixo
2026-01-26,19:00:00,Campina do Barreto,0.0,1.34,0.0,Baixo
2026-01-26,19:00:00,Imbiribeira,0.0,1.34,0.0,Baixo
2026-01-26,19:00:00,Torreão,0.0,1.34,0.0,Baixo
2026-01-26,18:00:00,Campina do Barreto,0.0,1.16,0.0,Baixo
2026-01-26,18:00:00,Imbiribeira,0.0,1.16,0.0,Baixo
2026-01-26,18:00:00,Torreão,0.0,1.16,0.0,Baixo
2026-01-26,17:00:00,Campina do Barreto,0.0,0.99,0.0,Baixo
2026-01-26,17:00:00,Imbiribeira,0.0,0.99,0.0,Baixo
2026-01-26,17:00:00,Torreão,0.0,0.99,0.0,Baixo
2026-01-26,16:00:00,Campina do Barreto,0.0,0.81,0.0,Baixo
2026-01-26,16:00:00,Imbiribeira,0.0,0.81,0.0,Baixo
2026-01-26,16:00:00,Torreão,0.0,0.81,0.0,Baixo
2026-01-26,15:00:00,Campina do Barreto,215.24499999999998,0.77,165.74,Alto
2026-01-26,15:00:00,Imbiribeira,0.0,0.77,0.0,Baixo
2026-01-26,15:00:00,Torreão,0.0,0.77,0.0,Baixo
2026-01-26,14:00:00,Campina do Barreto,540.0154,0.95,513.01,Alto
2026-01-26,14:00:00,Imbiribeira,0.0,0.95,0.0,Baixo
2026-01-26,14:00:00,Torreão,0.0,0.95,0.0,Baixo
2026-01-26,13:00:00,Campina do Barreto,1.4000000000000001,1.14,1.6,Baixo
2026-01-26,13:00:00,Imbiribeira,0.0,1.14,0.0,Baixo
2026-01-26,13:00:00,Torreão,0.0,1.14,0.0,Baixo
2026-01-26,12:00:00,Imbiribeira,0.0,1.32,0.0,Baixo
2026-01-26,12:00:00,Torreão,0.0,1.32,0.0,Baixo
2026-01-26,11:00:00,Imbiribeira,0.0,1.5,0.0,Baixo
2026-01-26,11:00:00,Torreão,0.0,1.5,0.0,Baixo
2026-01-26,10:00:00,Imbiribeira,0.0,1.69,0.0,Baixo
2026-01-26,10:00:00,Torreão,0.0,1.69,0.0,Baixo
2026-01-26,09:00:00,Imbiribeira,0.0,1.79,0.0,Baixo
2026-01-26,09:00:00,Torreão,0.0,1.79,0.0,Baixo
2026-01-26,08:00:00,Imbiribeira,0.0,1.6,0.0,Baixo
2026-01-26,08:00:00,Torreão,0.0,1.6,0.0,Baixo
2026-01-26,07:00:00,Imbiribeira,0.0,1.42,0.0,Baixo
2026-01-26,07:00:00,Torreão,0.0,1.42,0.0,Baixo
2026-01-26,06:00:00,Imbiribeira,0.0,1.23,0.0,Baixo
2026-01-26,06:00:00,Torreão,0.0,1.23,0.0,Baixo
2026-01-26,05:00:00,Imbiribeira,0.0,1.05,0.0,Baixo
2026-01-26,05:00:00,Torreão,0.0,1.05,0.0,Baixo
2026-01-26,04:00:00,Imbiribeira,0.0,0.86,0.0,Baixo
2026-01-26,04:00:00,Torreão,0.0,0.86,0.0,Baixo
2026-01-26,03:00:00,Imbiribeira,0.0,0.74,0.0,Baixo
2026-01-26,03:00:00,Torreão,0.0,0.74,0.0,Baixo
2026-01-26,02:00:00,Imbiribeira,0.0,0.93,0.0,Baixo
2026-01-26,02:00:00,Torreão,0.0,0.93,0.0,Baixo
2026-01-26,01:00:00,Imbiribeira,0.0,1.13,0.0,Baixo
2026-01-26,01:00:00,Torreão,0.0,1.13,0.0,Baixo
2026-01-26,00:00:00,Imbiribeira,0.0,1.32,0.0,Baixo
2026-01-26,00:00:00,Torreão,0.0,1.32,0.0,Baixo
2026-01-25,22:00:00,Torreão,0.0,1.71,0.0,Baixo
2026-01-25,21:00:00,Imbiribeira,0.0,1.9,0.0,Baixo
2026-01-25,21:00:00,Torreão,0.0,1.9,0.0,Baixo
2026-01-25,20:00:00,Imbiribeira,0.0,1.87,0.0,Baixo
2026-01-25,20:00:00,Torreão,0.0,1.87,0.0,Baixo
2026-01-25,19:00:00,Imbiribeira,0.0,1.65,0.0,Baixo
2026-01-25,19:00:00,Torreão,0.0,1.65,0.0,Baixo
2026-01-25,18:00:00,Imbiribeira,0.0,1.43,0.0,Baixo
2026-01-25,18:00:00,Torreão,0.0,1.43,0.0,Baixo
2026-01-25,17:00:00,Imbiribeira,0.0,1.21,0.0,Baixo
2026-01-25,17:00:00,Torreão,0.0,1.21,0.0,Baixo
2026-01-25,16:00:00,Campina do Barreto,53.7088,0.99,53.17,Moderado Alto
2026-01-25,16:00:00,Imbiribeira,0.0,0.99,0.0,Baixo
2026-01-25,16:00:00,Torreão,0.0,0.99,0.0,Baixo
2026-01-25,15:00:00,Campina do Barreto,168.03019999999998,0.77,129.38,Alto
2026-01-25,15:00:00,Imbiribeira,0.0,0.77,0.0,Baixo
2026-01-25,15:00:00,Torreão,0.0,0.77,0.0,Baixo
2026-01-25,14:00:00,Campina do Barreto,162.51659999999998,0.69,112.14,Alto
2026-01-25,14:00:00,Imbiribeira,0.0,0.69,0.0,Baixo
2026-01-25,14:00:00,Torreão,0.0,0.69,0.0,Baixo
2026-01-25,13:00:00,Campina do Barreto,162.31659999999997,0.9,146.08,Alto
2026-01-25,13:00:00,Imbiribeira,0.0,0.9,0.0,Baixo
2026-01-25,13:00:00,Torreão,0.0,0.9,0.0,Baixo
2026-01-25,12:00:00,Campina do Barreto,0.0,1.11,0.0,Baixo
2026-01-25,12:00:00,Imbiribeira,0.0,1.11,0.0,Baixo
2026-01-25,12:00:00,Torreão,0.0,1.11,0.0,Baixo
2026-01-25,11:00:00,Campina do Barreto,0.0,1.32,0.0,Baixo
2026-01-25,11:00:00,Imbiribeira,0.0,1.32,0.0,Baixo
2026-01-25,11:00:00,Torreão,0.0,1.32,0.0,Baixo
2026-01-25,10:00:00,Campina do Barreto,0.2,1.54,0.31,Baixo
2026-01-25,10:00:00,Imbiribeira,0.0,1.54,0.0,Baixo
2026-01-25,10:00:00,Torreão,0.0,1.54,0.0,Baixo
2026-01-25,09:00:00,Campina do Barreto,0.0,1.75,0.0,Baixo
2026-01-25,09:00:00,Imbiribeira,0.2,1.75,0.35,Baixo
2026-01-25,09:00:00,Torreão,0.0,1.75,0.0,Baixo
2026-01-25,08:00:00,Campina do Barreto,1.4000000000000001,1.86,2.6,Baixo
2026-01-25,08:00:00,Imbiribeira,0.2,1.86,0.37,Baixo
2026-01-25,08:00:00,Torreão,0.3939098765,1.86,0.73,Baixo
2026-01-25,07:00:00,Campina do Barreto,0.0,1.64,0.0,Baixo
2026-01-25,07:00:00,Imbiribeira,0.2,1.64,0.33,Baixo
2026-01-25,07:00:00,Torreão,0.3939098765,1.64,0.65,Baixo
2026-01-25,06:00:00,Campina do Barreto,0.0,1.42,0.0,Baixo
2026-01-25,06:00:00,Imbiribeira,1.4000000000000001,1.42,1.99,Baixo
2026-01-25,06:00:00,Torreão,2.7573691355,1.42,3.92,Baixo
2026-01-25,05:00:00,Campina do Barreto,0.0,1.2,0.0,Baixo
2026-01-25,05:00:00,Imbiribeira,0.0,1.2,0.0,Baixo
2026-01-25,05:00:00,Torreão,0.0,1.2,0.0,Baixo
2026-01-25,04:00:00,Campina do Barreto,0.0,0.98,0.0,Baixo
2026-01-25,04:00:00,Imbiribeira,0.0,0.98,0.0,Baixo
2026-01-25,04:00:00,Torreão,0.0,0.98,0.0,Baixo
2026-01-25,03:00:00,Campina do Barreto,0.0,0.77,0.0,Baixo
2026-01-25,03:00:00,Imbiribeira,0.0,0.77,0.0,Baixo
2026-01-25,03:00:00,Torreão,0.0,0.77,0.0,Baixo
2026-01-25,02:00:00,Campina do Barreto,0.0,0.59,0.0,Baixo
2026-01-25,02:00:00,Imbiribeira,0.0,0.59,0.0,Baixo
2026-01-25,02:00:00,Torreão,0.0,0.59,0.0,Baixo
2026-01-25,01:00:00,Campina do Barreto,0.0,0.83,0.0,Baixo
2026-01-25,01:00:00,Imbiribeira,0.0,0.83,0.0,Baixo
2026-01-25,01:00:00,Torreão,0.0,0.83,0.0,Baixo
2026-01-25,00:00:00,Campina do Barreto,0.0,1.07,0.0,Baixo
2026-01-25,00:00:00,Imbiribeira,0.0,1.07,0.0,Baixo
2026-01-25,00:00:00,Torreão,0.0,1.07,0.0,Baixo
2026-01-24,22:00:00,Campina do Barreto,0.0,1.55,0.0,Baixo
2026-01-24,22:00:00,Torreão,0.0,1.55,0.0,Baixo
2026-01-24,21:00:00,Campina do Barreto,0.0,1.78,0.0,Baixo
2026-01-24,21:00:00,Imbiribeira,0.0,1.78,0.0,Baixo
2026-01-24,21:00:00,Torreão,0.0,1.78,0.0,Baixo
2026-01-24,20:00:00,Campina do Barreto,0.0,2.02,0.0,Baixo
2026-01-24,20:00:00,Imbiribeira,0.0,2.02,0.0,Baixo
2026-01-24,20:00:00,Torreão,0.0,2.02,0.0,Baixo
2026-01-24,19:00:00,Campina do Barreto,0.0,1.97,0.0,Baixo
2026-01-24,19:00:00,Imbiribeira,0.0,1.97,0.0,Baixo
2026-01-24,19:00:00,Torreão,0.0,1.97,0.0,Baixo
2026-01-24,18:00:00,Campina do Barreto,0.0,1.72,0.0,Baixo
2026-01-24,18:00:00,Imbiribeira,0.0,1.72,0.0,Baixo
2026-01-24,18:00:00,Torreão,0.0,1.72,0.0,Baixo
2026-01-24,17:00:00,Campina do Barreto,0.0,1.46,0.0,Baixo
2026-01-24,17:00:00,Imbiribeira,0.0,1.46,0.0,Baixo
2026-01-24,17:00:00,Torreão,0.0,1.46,0.0,Baixo
2026-01-24,16:00:00,Campina do Barreto,13.3455754215,1.21,16.15,Baixo
2026-01-24,16:00:00,Imbiribeira,0.0,1.21,0.0,Baixo
2026-01-24,16:00:00,Torreão,0.0,1.21,0.0,Baixo
2026-01-24,15:00:00,Campina do Barreto,93.4190279505,0.96,89.68,Moderado Alto
2026-01-24,15:00:00,Imbiribeira,0.0,0.96,0.0,Baixo
2026-01-24,15:00:00,Torreão,0.0,0.96,0.0,Baixo
2026-01-24,14:00:00,Campina do Barreto,0.0,0.7,0.0,Baixo
2026-01-24,14:00:00,Imbiribeira,0.0,0.7,0.0,Baixo
2026-01-24,14:00:00,Torreão,0.0,0.7,0.0,Baixo
2026-01-24,13:00:00,Campina do Barreto,0.0,0.61,0.0,Baixo
2026-01-24,13:00:00,Imbiribeira,0.0,0.61,0.0,Baixo
2026-01-24,13:00:00,Torreão,0.0,0.61,0.0,Baixo
2026-01-24,12:00:00,Campina do Barreto,0.0,0.86,0.0,Baixo
2026-01-24,12:00:00,Imbiribeira,0.0,0.86,0.0,Baixo
2026-01-24,12:00:00,Torreão,0.0,0.86,0.0,Baixo
2026-01-24,11:00:00,Campina do Barreto,0.59268,1.11,0.66,Baixo
2026-01-24,11:00:00,Imbiribeira,0.0,1.11,0.0,Baixo
2026-01-24,11:00:00,Torreão,0.0,1.11,0.0,Baixo
2026-01-24,10:00:00,Campina do Barreto,2.5934667116,1.35,3.5,Baixo
2026-01-24,10:00:00,Imbiribeira,0.0,1.35,0.0,Baixo
2026-01-24,10:00:00,Torreão,0.0,1.35,0.0,Baixo
2026-01-24,09:00:00,Campina do Barreto,3.5495467115999997,1.6,5.68,Baixo
2026-01-24,09:00:00,Imbiribeira,0.0,1.6,0.0,Baixo
2026-01-24,09:00:00,Torreão,0.0,1.6,0.0,Baixo
2026-01-24,08:00:00,Campina do Barreto,0.0,1.85,0.0,Baixo
2026-01-24,08:00:00,Imbiribeira,0.0,1.85,0.0,Baixo
2026-01-24,08:00:00,Torreão,0.0,1.85,0.0,Baixo
2026-01-24,07:00:00,Campina do Barreto,0.0,1.94,0.0,Baixo
2026-01-24,07:00:00,Imbiribeira,0.0,1.94,0.0,Baixo
2026-01-24,07:00:00,Torreão,0.0,1.94,0.0,Baixo
2026-01-24,06:00:00,Campina do Barreto,0.0,1.67,0.0,Baixo
2026-01-24,06:00:00,Imbiribeira,0.0,1.67,0.0,Baixo
2026-01-24,06:00:00,Torreão,0.0,1.67,0.0,Baixo
2026-01-24,05:00:00,Campina do Barreto,0.0,1.41,0.0,Baixo
2026-01-24,05:00:00,Imbiribeira,0.0,1.41,0.0,Baixo
2026-01-24,05:00:00,Torreão,0.0,1.41,0.0,Baixo
2026-01-24,04:00:00,Campina do Barreto,0.0,1.15,0.0,Baixo
2026-01-24,04:00:00,Imbiribeira,0.0,1.15,0.0,Baixo
2026-01-24,04:00:00,Torreão,0.0,1.15,0.0,Baixo
2026-01-24,03:00:00,Campina do Barreto,0.0,0.89,0.0,Baixo
2026-01-24,03:00:00,Imbiribeira,0.0,0.89,0.0,Baixo
2026-01-24,03:00:00,Torreão,0.0,0.89,0.0,Baixo
2026-01-24,02:00:00,Campina do Barreto,0.0,0.63,0.0,Baixo
2026-01-24,02:00:00,Imbiribeira,0.0,0.63,0.0,Baixo
2026-01-24,02:00:00,Torreão,0.0,0.63,0.0,Baixo
2026-01-24,01:00:00,Campina do Barreto,0.0,0.5,0.0,Baixo
2026-01-24,01:00:00,Imbiribeira,0.0,0.5,0.0,Baixo
2026-01-24,01:00:00,Torreão,0.0,0.5,0.0,Baixo
2026-01-24,00:00:00,Campina do Barreto,0.0,0.8,0.0,Baixo
2026-01-24,00:00:00,Imbiribeira,0.0,0.8,0.0,Baixo
2026-01-24,00:00:00,Torreão,0.0,0.8,0.0,Baixo
2026-01-23,22:00:00,Torreão,0.0,1.38,0.0,Baixo
2026-01-23,21:00:00,Campina do Barreto,0.2,1.67,0.33,Baixo
2026-01-23,21:00:00,Imbiribeira,0.0,1.67,0.0,Baixo
2026-01-23,21:00:00,Torreão,0.0,1.67,0.0,Baixo
2026-01-23,20:00:00,Campina do Barreto,0.0,1.97,0.0,Baixo
2026-01-23,20:00:00,Imbiribeira,0.0,1.97,0.0,Baixo
2026-01-23,20:00:00,Torreão,0.0,1.97,0.0,Baixo
2026-01-23,19:00:00,Campina do Barreto,0.0,2.22,0.0,Baixo
2026-01-23,19:00:00,Imbiribeira,0.0,2.22,0.0,Baixo
2026-01-23,19:00:00,Torreão,0.0,2.22,0.0,Baixo
2026-01-23,18:00:00,Campina do Barreto,0.0,1.95,0.0,Baixo
2026-01-23,18:00:00,Imbiribeira,0.0,1.95,0.0,Baixo
2026-01-23,18:00:00,Torreão,0.0,1.95,0.0,Baixo
2026-01-23,17:00:00,Campina do Barreto,0.0,1.68,0.0,Baixo
2026-01-23,17:00:00,Imbiribeira,0.0,1.68,0.0,Baixo
2026-01-23,17:00:00,Torreão,0.0,1.68,0.0,Baixo
2026-01-23,16:00:00,Campina do Barreto,0.0,1.4,0.0,Baixo
2026-01-23,16:00:00,Imbiribeira,0.0,1.4,0.0,Baixo
2026-01-23,16:00:00,Torreão,0.0,1.4,0.0,Baixo
2026-01-23,15:00:00,Campina do Barreto,0.0,1.13,0.0,Baixo
2026-01-23,15:00:00,Imbiribeira,0.0,1.13,0.0,Baixo
2026-01-23,15:00:00,Torreão,0.0,1.13,0.0,Baixo
2026-01-23,14:00:00,Campina do Barreto,0.0,0.86,0.0,Baixo
2026-01-23,14:00:00,Imbiribeira,0.0,0.86,0.0,Baixo
2026-01-23,14:00:00,Torreão,0.0,0.86,0.0,Baixo
2026-01-23,13:00:00,Campina do Barreto,0.0,0.58,0.0,Baixo
2026-01-23,13:00:00,Imbiribeira,0.0,0.58,0.0,Baixo
2026-01-23,13:00:00,Torreão,0.0,0.58,0.0,Baixo
2026-01-23,12:00:00,Campina do Barreto,0.0,0.59,0.0,Baixo
2026-01-23,12:00:00,Imbiribeira,0.0,0.59,0.0,Baixo
2026-01-23,12:00:00,Torreão,0.0,0.59,0.0,Baixo
2026-01-23,11:00:00,Campina do Barreto,0.0,0.87,0.0,Baixo
2026-01-23,11:00:00,Imbiribeira,0.0,0.87,0.0,Baixo
2026-01-23,11:00:00,Torreão,0.0,0.87,0.0,Baixo
2026-01-23,10:00:00,Campina do Barreto,1.5730759917,1.15,1.81,Baixo
2026-01-23,10:00:00,Imbiribeira,0.0,1.15,0.0,Baixo
2026-01-23,10:00:00,Torreão,0.0,1.15,0.0,Baixo
2026-01-23,09:00:00,Campina do Barreto,1.7730759916999999,1.43,2.54,Baixo
2026-01-23,09:00:00,Imbiribeira,0.0,1.43,0.0,Baixo
2026-01-23,09:00:00,Torreão,0.0,1.43,0.0,Baixo
2026-01-23,08:00:00,Campina do Barreto,1.4000000000000001,1.71,2.39,Baixo
2026-01-23,08:00:00,Imbiribeira,0.0,1.71,0.0,Baixo
2026-01-23,08:00:00,Torreão,0.0,1.71,0.0,Baixo
2026-01-23,07:00:00,Imbiribeira,0.0,1.99,0.0,Baixo
2026-01-23,07:00:00,Torreão,0.0,1.99,0.0,Baixo
2026-01-23,06:00:00,Imbiribeira,0.0,1.96,0.0,Baixo
2026-01-23,06:00:00,Torreão,0.0,1.96,0.0,Baixo
2026-01-23,05:00:00,Imbiribeira,0.0,1.67,0.0,Baixo
2026-01-23,05:00:00,Torreão,0.0,1.67,0.0,Baixo
2026-01-23,04:00:00,Imbiribeira,0.0,1.38,0.0,Baixo
2026-01-23,04:00:00,Torreão,0.0,1.38,0.0,Baixo
2026-01-23,03:00:00,Imbiribeira,0.0,1.08,0.0,Baixo
2026-01-23,03:00:00,Torreão,0.0,1.08,0.0,Baixo
2026-01-23,02:00:00,Imbiribeira,0.0,0.79,0.0,Baixo
2026-01-23,02:00:00,Torreão,0.0,0.79,0.0,Baixo
2026-01-23,01:00:00,Imbiribeira,0.0,0.5,0.0,Baixo
2026-01-23,01:00:00,Torreão,0.0,0.5,0.0,Baixo
2026-01-23,00:00:00,Imbiribeira,0.0,0.45,0.0,Baixo
2026-01-23,00:00:00,Torreão,0.0,0.45,0.0,Baixo
2026-01-22,22:00:00,Torreão,0.0,1.1,0.0,Baixo
2026-01-22,21:00:00,Imbiribeira,0.0,1.42,0.0,Baixo
2026-01-22,21:00:00,Torreão,0.0,1.42,0.0,Baixo
2026-01-22,20:00:00,Imbiribeira,0.0,1.74,0.0,Baixo
2026-01-22,20:00:00,Torreão,0.0,1.74,0.0,Baixo
2026-01-22,19:00:00,Imbiribeira,0.0,2.06,0.0,Baixo
2026-01-22,19:00:00,Torreão,0.0,2.06,0.0,Baixo
2026-01-22,18:00:00,Imbiribeira,0.0,2.25,0.0,Baixo
2026-01-22,18:00:00,Torreão,0.0,2.25,0.0,Baixo
2026-01-22,17:00:00,Imbiribeira,0.0,1.94,0.0,Baixo
2026-01-22,17:00:00,Torreão,0.0,1.94,0.0,Baixo
2026-01-22,16:00:00,Imbiribeira,0.0,1.62,0.0,Baixo
2026-01-22,16:00:00,Torreão,0.0,1.62,0.0,Baixo
2026-01-22,15:00:00,Imbiribeira,0.0,1.31,0.0,Baixo
2026-01-22,15:00:00,Torreão,0.0,1.31,0.0,Baixo
2026-01-22,14:00:00,Imbiribeira,0.0,0.99,0.0,Baixo
2026-01-22,14:00:00,Torreão,0.0,0.99,0.0,Baixo
2026-01-22,13:00:00,Imbiribeira,0.0,0.67,0.0,Baixo
2026-01-22,13:00:00,Torreão,0.0,0.67,0.0,Baixo
2026-01-22,12:00:00,Imbiribeira,0.0,0.42,0.0,Baixo
2026-01-22,12:00:00,Torreão,0.0,0.42,0.0,Baixo
2026-01-22,11:00:00,Imbiribeira,0.0,0.72,0.0,Baixo
2026-01-22,11:00:00,Torreão,0.0,0.72,0.0,Baixo
2026-01-22,10:00:00,Imbiribeira,0.0,1.02,0.0,Baixo
2026-01-22,10:00:00,Torreão,0.0,1.02,0.0,Baixo
2026-01-22,09:00:00,Imbiribeira,0.0,1.32,0.0,Baixo
2026-01-22,09:00:00,Torreão,0.0,1.32,0.0,Baixo
2026-01-22,08:00:00,Imbiribeira,0.0,1.62,0.0,Baixo
2026-01-22,08:00:00,Torreão,0.0,1.62,0.0,Baixo
2026-01-22,07:00:00,Imbiribeira,0.0,1.93,0.0,Baixo
2026-01-22,07:00:00,Torreão,0.0,1.93,0.0,Baixo
2026-01-22,06:00:00,Imbiribeira,0.0,2.15,0.0,Baixo
2026-01-22,06:00:00,Torreão,0.0,2.15,0.0,Baixo
2026-01-22,05:00:00,Imbiribeira,0.0,1.83,0.0,Baixo
2026-01-22,05:00:00,Torreão,0.0,1.83,0.0,Baixo
2026-01-22,04:00:00,Imbiribeira,0.0,1.51,0.0,Baixo
2026-01-22,04:00:00,Torreão,0.0,1.51,0.0,Baixo
2026-01-22,03:00:00,Imbiribeira,0.0,1.19,0.0,Baixo
2026-01-22,03:00:00,Torreão,0.0,1.19,0.0,Baixo
2026-01-22,02:00:00,Imbiribeira,0.0,0.87,0.0,Baixo
2026-01-22,02:00:00,Torreão,0.0,0.87,0.0,Baixo
2026-01-22,01:00:00,Imbiribeira,0.0,0.55,0.0,Baixo
2026-01-22,01:00:00,Torreão,0.0,0.55,0.0,Baixo
2026-01-22,00:00:00,Imbiribeira,0.0,0.25,0.0,Baixo
2026-01-22,00:00:00,Torreão,0.0,0.25,0.0,Baixo
2026-01-21,23:00:00,Imbiribeira,0.0,0.57,0.0,Baixo
2026-01-21,23:00:00,TorreÃ£o,0.2,0.57,0.11,Baixo
2026-01-21,23:00:00,Torreão,0.0,0.57,0.0,Baixo
2026-01-21,22:00:00,TorreÃ£o,0.2,0.9,0.18,Baixo
2026-01-21,22:00:00,Imbiribeira,0.0,0.9,0.0,Baixo
2026-01-21,22:00:00,Torreão,0.0,0.9,0.0,Baixo
2026-01-21,21:00:00,TorreÃ£o,1.4,1.22,1.71,Baixo
2026-01-21,21:00:00,Imbiribeira,0.0,1.22,0.0,Baixo
2026-01-21,21:00:00,Torreão,0.0,1.22,0.0,Baixo
2026-01-21,20:00:00,TorreÃ£o,0.0,1.55,0.0,Baixo
2026-01-21,20:00:00,Imbiribeira,0.0,1.55,0.0,Baixo
2026-01-21,20:00:00,Torreão,0.2,1.55,0.31,Baixo
